documento,producto,cantidad,colores,Premium
1051,Producto 578,10,Gris,False
1051,Producto 602,4,Dorado,False
1051,Producto 960,5,Negro,True
1051,Producto 254,9,Gris,False
1051,Producto 205,3,Rojo,True
1051,Producto 1451,9,Plateado,True
1052,Producto 466,3,Negro,False
1052,Producto 1199,10,Dorado,True
1052,Producto 1009,5,Multicolor,True
1052,Producto 694,4,Multicolor,False
1052,Producto 528,3,Azul,False
1052,Producto 423,5,Dorado,True
1052,Producto 568,4,Azul,True
1052,Producto 707,5,Multicolor,False
1053,Producto 1109,2,Azul,True
1053,Producto 1394,7,Dorado,True
1053,Producto 135,7,Multicolor,True
1053,Producto 453,2,Multicolor,False
1053,Producto 167,4,Gris,True
1053,Producto 564,8,Multicolor,True
1053,Producto 1257,3,Azul,True
1053,Producto 190,7,Negro,True
1053,Producto 925,3,Multicolor,False
1053,Producto 577,3,Multicolor,False
1054,Producto 1351,10,Dorado,True
1054,Producto 707,9,Dorado,False
1054,Producto 42,3,Gris,False
1054,Producto 1213,7,Azul,False
1054,Producto 1290,6,Negro,True
1054,Producto 1389,6,Negro,False
1054,Producto 5,6,Multicolor,True
1054,Producto 7,2,Gris,False
1055,Producto 1001,6,Dorado,False
1055,Producto 38,10,Plateado,True
1055,Producto 895,6,Azul,False
1055,Producto 665,7,Multicolor,True
1056,Producto 1043,6,Gris,True
1056,Producto 1130,10,Multicolor,False
1056,Producto 764,4,Dorado,False
1057,Producto 1011,8,Negro,True
1057,Producto 409,6,Multicolor,False
1057,Producto 922,3,Negro,True
1057,Producto 1443,7,Dorado,False
1057,Producto 695,6,Negro,False
1057,Producto 371,10,Dorado,True
1057,Producto 1405,4,Dorado,True
1057,Producto 1306,8,Rojo,True
1058,Producto 1400,9,Azul,False
1058,Producto 120,2,Azul,False
1058,Producto 1261,9,Negro,True
1058,Producto 12,3,Dorado,True
1058,Producto 704,3,Azul,False
1059,Producto 861,2,Rojo,True
1059,Producto 567,6,Multicolor,True
1059,Producto 1482,4,Multicolor,False
1059,Producto 301,5,Dorado,True
1059,Producto 999,2,Plateado,False
1059,Producto 37,10,Dorado,True
1059,Producto 1248,10,Gris,False
1059,Producto 1234,3,Gris,False
1059,Producto 1229,3,Multicolor,False
1060,Producto 209,5,Multicolor,False
1060,Producto 541,7,Gris,False
1060,Producto 294,10,Azul,False
1060,Producto 503,6,Negro,True
1060,Producto 134,9,Plateado,True
1061,Producto 225,4,Gris,True
1061,Producto 1462,9,Multicolor,True
1061,Producto 656,10,Rojo,False
1061,Producto 1132,6,Azul,True
1062,Producto 1440,8,Negro,False
1062,Producto 1030,5,Azul,False
1062,Producto 1298,6,Dorado,False
1062,Producto 1109,2,Rojo,False
1062,Producto 1186,6,Dorado,True
1062,Producto 314,3,Dorado,False
1063,Producto 269,10,Multicolor,True
1063,Producto 785,2,Multicolor,False
1063,Producto 1493,7,Gris,False
1063,Producto 721,2,Gris,False
1063,Producto 1217,4,Negro,False
1063,Producto 209,6,Gris,True
1063,Producto 1132,4,Multicolor,False
1063,Producto 1258,10,Gris,False
1063,Producto 1226,4,Gris,True
1063,Producto 505,8,Azul,True
1064,Producto 747,7,Dorado,False
1064,Producto 688,7,Multicolor,False
1064,Producto 54,1,Azul,True
1064,Producto 619,2,Negro,True
1064,Producto 132,3,Dorado,True
1064,Producto 752,2,Rojo,False
1064,Producto 432,2,Dorado,False
1064,Producto 1321,7,Azul,False
1064,Producto 318,4,Negro,True
1064,Producto 789,7,Azul,False
1065,Producto 722,8,Multicolor,False
1065,Producto 1058,4,Plateado,True
1065,Producto 1455,7,Multicolor,False
1065,Producto 1122,5,Azul,True
1065,Producto 125,6,Negro,False
1065,Producto 669,3,Plateado,False
1065,Producto 771,9,Multicolor,False
1065,Producto 492,1,Multicolor,True
1065,Producto 1067,7,Negro,True
1066,Producto 1330,8,Azul,True
1066,Producto 1288,2,Azul,True
1066,Producto 1134,10,Negro,False
1066,Producto 1177,4,Plateado,True
1066,Producto 1282,5,Gris,False
1066,Producto 795,4,Azul,False
1066,Producto 394,8,Azul,False
1067,Producto 484,9,Dorado,True
1067,Producto 900,4,Negro,True
1067,Producto 98,9,Rojo,False
1067,Producto 215,10,Azul,True
1068,Producto 148,1,Negro,False
1068,Producto 749,9,Multicolor,False
1068,Producto 36,10,Negro,True
1068,Producto 1044,9,Multicolor,False
1068,Producto 858,2,Gris,True
1068,Producto 1118,6,Gris,False
1068,Producto 407,6,Gris,False
1068,Producto 988,9,Plateado,True
1069,Producto 1432,7,Multicolor,False
1069,Producto 911,1,Azul,False
1069,Producto 962,7,Dorado,False
1069,Producto 516,2,Plateado,True
1069,Producto 463,6,Multicolor,False
1069,Producto 1140,8,Azul,False
1069,Producto 11,5,Plateado,True
1070,Producto 627,2,Rojo,False
1070,Producto 151,3,Dorado,True
1070,Producto 1359,4,Rojo,False
1070,Producto 165,3,Dorado,False
1070,Producto 771,9,Negro,True
1070,Producto 366,10,Dorado,False
1070,Producto 270,5,Plateado,False
1070,Producto 1406,1,Multicolor,False
1070,Producto 734,5,Azul,False
1070,Producto 780,9,Rojo,True
1071,Producto 6,3,Negro,False
1071,Producto 1055,9,Gris,False
1071,Producto 1280,10,Gris,False
1071,Producto 113,6,Gris,False
1071,Producto 736,2,Plateado,True
1071,Producto 220,1,Azul,True
1071,Producto 818,4,Plateado,False
1071,Producto 1298,5,Negro,False
1072,Producto 474,8,Dorado,False
1072,Producto 833,4,Dorado,True
1072,Producto 798,4,Gris,False
1072,Producto 580,7,Rojo,False
1072,Producto 638,2,Dorado,False
1072,Producto 631,7,Negro,False
1073,Producto 1084,3,Dorado,True
1073,Producto 675,5,Rojo,True
1073,Producto 1305,6,Negro,True
1073,Producto 183,2,Plateado,True
1073,Producto 163,3,Multicolor,False
1073,Producto 102,9,Gris,True
1073,Producto 532,10,Azul,True
1073,Producto 1192,8,Plateado,True
1073,Producto 1438,6,Dorado,False
1074,Producto 99,3,Plateado,False
1074,Producto 776,5,Azul,False
1074,Producto 661,9,Negro,False
1074,Producto 1425,3,Azul,True
1074,Producto 1149,10,Negro,True
1074,Producto 1136,2,Multicolor,False
1074,Producto 313,7,Dorado,True
1074,Producto 1428,2,Azul,False
1075,Producto 878,2,Azul,False
1075,Producto 670,10,Gris,False
1075,Producto 611,2,Dorado,False
1075,Producto 599,1,Multicolor,False
1076,Producto 87,8,Dorado,False
1076,Producto 1023,7,Multicolor,True
1076,Producto 1117,6,Gris,True
1076,Producto 1040,5,Dorado,False
1076,Producto 439,3,Azul,True
1077,Producto 878,4,Azul,True
1077,Producto 1384,10,Azul,False
1077,Producto 511,5,Dorado,True
1077,Producto 1292,2,Azul,True
1077,Producto 780,1,Dorado,False
1077,Producto 680,3,Azul,False
1078,Producto 1440,7,Negro,False
1079,Producto 1033,9,Gris,False
1079,Producto 1234,1,Rojo,False
1080,Producto 227,7,Azul,True
1080,Producto 393,3,Rojo,False
1080,Producto 1188,7,Azul,True
1081,Producto 962,7,Azul,True
1081,Producto 99,6,Azul,True
1081,Producto 962,8,Negro,False
1081,Producto 568,9,Gris,True
1081,Producto 751,6,Multicolor,False
1081,Producto 801,8,Plateado,False
1081,Producto 581,7,Gris,True
1081,Producto 1085,1,Azul,True
1082,Producto 15,5,Plateado,False
1083,Producto 1078,8,Plateado,False
1083,Producto 620,8,Gris,True
1083,Producto 802,2,Rojo,True
1083,Producto 150,5,Negro,True
1083,Producto 191,1,Multicolor,False
1083,Producto 372,2,Negro,False
1084,Producto 1048,6,Rojo,True
1084,Producto 766,5,Multicolor,False
1084,Producto 1264,8,Dorado,False
1084,Producto 289,7,Dorado,False
1084,Producto 82,2,Azul,False
1085,Producto 1335,8,Dorado,True
1085,Producto 985,3,Azul,True
1085,Producto 1299,9,Multicolor,False
1085,Producto 774,6,Gris,False
1085,Producto 370,9,Multicolor,False
1085,Producto 1159,3,Azul,False
1086,Producto 400,2,Dorado,False
1086,Producto 313,2,Gris,False
1086,Producto 783,8,Negro,False
1086,Producto 1483,6,Gris,False
1086,Producto 547,10,Azul,False
1086,Producto 187,7,Rojo,False
1087,Producto 858,1,Negro,True
1087,Producto 502,10,Gris,True
1087,Producto 200,3,Dorado,True
1087,Producto 1005,7,Dorado,True
1087,Producto 792,7,Plateado,False
1087,Producto 1305,2,Gris,True
1087,Producto 1349,10,Rojo,True
1087,Producto 668,4,Dorado,True
1087,Producto 375,4,Rojo,True
1087,Producto 172,6,Rojo,True
1088,Producto 1011,9,Azul,False
1088,Producto 1384,7,Multicolor,False
1089,Producto 237,10,Dorado,False
1089,Producto 1063,5,Negro,False
1089,Producto 787,3,Gris,False
1089,Producto 501,5,Rojo,False
1089,Producto 90,6,Azul,True
1089,Producto 703,4,Dorado,True
1090,Producto 1468,2,Multicolor,False
1090,Producto 1340,1,Azul,True
1091,Producto 79,3,Plateado,True
1091,Producto 288,7,Azul,False
1091,Producto 570,1,Plateado,True
1092,Producto 245,2,Gris,False
1093,Producto 170,2,Rojo,False
1093,Producto 506,3,Dorado,False
1093,Producto 498,8,Negro,True
1094,Producto 445,2,Plateado,False
1094,Producto 747,7,Multicolor,True
1094,Producto 878,2,Azul,False
1094,Producto 652,8,Rojo,False
1094,Producto 246,3,Rojo,True
1095,Producto 927,4,Gris,False
1095,Producto 764,4,Negro,False
1095,Producto 761,7,Azul,False
1095,Producto 1315,9,Multicolor,True
1095,Producto 1223,7,Multicolor,False
1095,Producto 1246,2,Rojo,True
1095,Producto 158,6,Negro,True
1095,Producto 482,9,Rojo,False
1095,Producto 1175,2,Negro,True
1095,Producto 494,3,Gris,True
1096,Producto 65,5,Multicolor,True
1096,Producto 642,4,Plateado,False
1097,Producto 464,2,Plateado,False
1097,Producto 726,10,Negro,False
1097,Producto 1159,7,Azul,False
1097,Producto 850,10,Negro,False
1097,Producto 1271,5,Dorado,False
1097,Producto 115,4,Plateado,False
1097,Producto 598,1,Negro,False
1097,Producto 302,8,Azul,False
1098,Producto 784,9,Multicolor,False
1098,Producto 1041,8,Rojo,False
1098,Producto 611,9,Multicolor,True
1098,Producto 444,5,Multicolor,True
1098,Producto 869,10,Azul,False
1098,Producto 772,1,Multicolor,False
1098,Producto 1304,5,Rojo,False
1099,Producto 583,4,Rojo,True
1099,Producto 45,5,Dorado,True
1099,Producto 897,6,Dorado,False
1099,Producto 1427,4,Plateado,False
1099,Producto 1048,9,Rojo,True
1099,Producto 867,7,Plateado,False
1099,Producto 531,5,Plateado,False
1099,Producto 307,8,Azul,False
1099,Producto 1061,8,Multicolor,False
1100,Producto 939,5,Gris,True
1100,Producto 1207,2,Gris,True
1100,Producto 690,7,Negro,False
1100,Producto 531,9,Plateado,True
1100,Producto 1469,3,Multicolor,True
1100,Producto 997,5,Negro,False
1101,Producto 1112,6,Multicolor,True
1101,Producto 118,3,Rojo,False
1101,Producto 1092,8,Gris,False
1101,Producto 788,5,Gris,True
1101,Producto 719,9,Multicolor,True
1101,Producto 1290,3,Rojo,False
1102,Producto 1411,8,Plateado,True
1102,Producto 322,4,Multicolor,True
1102,Producto 569,7,Plateado,False
1102,Producto 584,10,Dorado,False
1102,Producto 625,3,Negro,True
1102,Producto 349,2,Negro,True
1102,Producto 1446,5,Azul,True
1102,Producto 782,9,Negro,False
1102,Producto 227,5,Azul,True
1102,Producto 243,3,Azul,False
1103,Producto 604,4,Negro,False
1103,Producto 1097,4,Dorado,True
1103,Producto 346,1,Plateado,True
1103,Producto 390,10,Rojo,True
1104,Producto 1277,9,Rojo,True
1104,Producto 242,6,Rojo,False
1104,Producto 181,8,Plateado,False
1104,Producto 141,3,Negro,False
1105,Producto 1332,5,Gris,True
1106,Producto 582,9,Dorado,True
1106,Producto 954,5,Negro,True
1107,Producto 1194,7,Dorado,True
1107,Producto 227,5,Azul,False
1107,Producto 768,1,Negro,False
1107,Producto 497,4,Multicolor,True
1107,Producto 1236,6,Dorado,True
1108,Producto 1229,5,Gris,True
1108,Producto 82,1,Azul,False
1108,Producto 554,4,Multicolor,True
1108,Producto 659,4,Rojo,False
1108,Producto 1042,4,Gris,True
1108,Producto 299,6,Gris,False
1108,Producto 563,10,Dorado,True
1108,Producto 1401,10,Dorado,False
1109,Producto 495,3,Negro,True
1109,Producto 348,7,Gris,False
1109,Producto 1111,5,Dorado,False
1109,Producto 372,10,Azul,True
1109,Producto 478,8,Dorado,False
1109,Producto 582,1,Gris,False
1109,Producto 389,1,Multicolor,True
1110,Producto 616,10,Azul,False
1110,Producto 412,2,Azul,False
1110,Producto 958,2,Dorado,False
1110,Producto 1293,8,Azul,True
1110,Producto 720,9,Negro,False
1110,Producto 7,1,Rojo,True
1110,Producto 671,1,Azul,False
1111,Producto 1131,8,Multicolor,True
1111,Producto 418,4,Rojo,True
1111,Producto 1263,6,Rojo,False
1111,Producto 341,8,Negro,True
1112,Producto 820,4,Gris,False
1112,Producto 825,5,Plateado,True
1112,Producto 443,7,Plateado,False
1112,Producto 707,3,Plateado,True
1112,Producto 1495,6,Rojo,False
1112,Producto 708,5,Plateado,True
1112,Producto 1411,7,Rojo,True
1112,Producto 499,6,Negro,False
1113,Producto 61,6,Dorado,False
1113,Producto 914,1,Azul,True
1113,Producto 1118,5,Azul,True
1114,Producto 592,3,Plateado,False
1114,Producto 420,2,Azul,False
1114,Producto 618,5,Plateado,True
1114,Producto 85,1,Azul,True
1114,Producto 206,1,Dorado,False
1115,Producto 1187,2,Negro,False
1115,Producto 166,9,Dorado,False
1115,Producto 595,2,Multicolor,True
1115,Producto 59,4,Dorado,True
1115,Producto 707,4,Dorado,False
1115,Producto 812,8,Negro,True
1115,Producto 685,3,Azul,True
1115,Producto 72,3,Multicolor,True
1115,Producto 1372,5,Plateado,True
1115,Producto 189,10,Multicolor,True
1116,Producto 1279,10,Plateado,False
1116,Producto 1050,6,Dorado,True
1116,Producto 194,2,Rojo,True
1117,Producto 1152,5,Azul,True
1117,Producto 1410,1,Negro,True
1117,Producto 433,7,Multicolor,True
1117,Producto 308,4,Plateado,False
1117,Producto 534,5,Rojo,True
1117,Producto 1430,1,Negro,False
1117,Producto 743,7,Rojo,False
1117,Producto 1214,8,Rojo,False
1118,Producto 868,6,Azul,False
1118,Producto 661,3,Plateado,False
1118,Producto 155,1,Plateado,True
1118,Producto 830,2,Gris,False
1118,Producto 1070,6,Gris,True
1118,Producto 174,6,Negro,True
1118,Producto 568,9,Azul,True
1118,Producto 553,2,Negro,True
1118,Producto 111,8,Negro,True
1118,Producto 184,9,Rojo,True
1119,Producto 1388,6,Gris,False
1119,Producto 1333,5,Negro,False
1119,Producto 1049,5,Gris,False
1119,Producto 1138,7,Rojo,False
1119,Producto 986,7,Plateado,False
1120,Producto 245,6,Rojo,True
1120,Producto 1380,4,Negro,False
1120,Producto 1199,5,Rojo,False
1120,Producto 647,1,Negro,True
1120,Producto 861,6,Multicolor,True
1120,Producto 324,10,Azul,False
1120,Producto 230,9,Multicolor,True
1121,Producto 1362,6,Plateado,False
1121,Producto 751,6,Rojo,True
1122,Producto 538,7,Gris,False
1122,Producto 1165,8,Plateado,False
1122,Producto 434,5,Azul,True
1122,Producto 1468,5,Multicolor,True
1123,Producto 1437,10,Negro,True
1124,Producto 237,5,Negro,False
1124,Producto 719,6,Rojo,True
1124,Producto 740,4,Gris,False
1124,Producto 908,8,Dorado,True
1124,Producto 1085,2,Negro,True
1124,Producto 475,5,Multicolor,True
1124,Producto 747,7,Dorado,False
1124,Producto 1266,1,Multicolor,True
1124,Producto 465,4,Azul,False
1125,Producto 469,10,Gris,True
1125,Producto 622,8,Plateado,True
1125,Producto 239,9,Plateado,False
1125,Producto 1093,2,Azul,False
1125,Producto 1173,1,Dorado,False
1126,Producto 1198,9,Azul,False
1126,Producto 1149,5,Azul,True
1126,Producto 571,2,Azul,True
1126,Producto 683,8,Rojo,False
1126,Producto 1217,5,Plateado,False
1126,Producto 1276,1,Negro,False
1126,Producto 219,9,Dorado,True
1126,Producto 233,3,Plateado,False
1126,Producto 920,3,Plateado,True
1126,Producto 1035,1,Gris,False
1127,Producto 662,6,Rojo,False
1127,Producto 1440,6,Dorado,False
1127,Producto 1181,6,Negro,False
1128,Producto 548,3,Azul,False
1128,Producto 356,10,Dorado,True
1128,Producto 474,4,Azul,True
1128,Producto 782,1,Dorado,False
1128,Producto 321,7,Negro,True
1128,Producto 820,7,Plateado,False
1128,Producto 985,9,Rojo,False
1128,Producto 1132,9,Dorado,True
1129,Producto 966,10,Dorado,True
1129,Producto 876,4,Multicolor,True
1129,Producto 1079,7,Rojo,False
1129,Producto 846,6,Multicolor,False
1129,Producto 1360,4,Multicolor,False
1129,Producto 904,5,Negro,True
1129,Producto 996,7,Plateado,True
1129,Producto 638,1,Azul,True
1130,Producto 1240,4,Azul,True
1131,Producto 180,2,Azul,True
1131,Producto 1452,9,Azul,False
1131,Producto 1242,7,Multicolor,True
1131,Producto 796,3,Gris,True
1131,Producto 280,4,Dorado,True
1131,Producto 1353,4,Plateado,True
1132,Producto 422,1,Dorado,False
1132,Producto 1225,4,Gris,True
1132,Producto 1271,4,Negro,False
1132,Producto 236,3,Gris,True
1132,Producto 582,9,Plateado,True
1132,Producto 301,7,Azul,False
1132,Producto 1172,8,Negro,False
1133,Producto 1266,5,Gris,False
1133,Producto 1242,4,Plateado,True
1133,Producto 1080,5,Negro,False
1133,Producto 390,7,Plateado,False
1133,Producto 91,7,Gris,False
1133,Producto 1493,10,Plateado,False
1133,Producto 66,7,Gris,False
1133,Producto 759,7,Gris,True
1133,Producto 358,10,Gris,True
1133,Producto 1477,6,Plateado,True
1134,Producto 749,9,Dorado,False
1134,Producto 156,9,Dorado,True
1134,Producto 163,7,Gris,False
1134,Producto 1060,7,Dorado,False
1134,Producto 369,10,Negro,True
1134,Producto 935,8,Negro,False
1135,Producto 1318,10,Dorado,True
1135,Producto 655,3,Gris,False
1135,Producto 663,6,Gris,False
1135,Producto 49,8,Dorado,False
1135,Producto 1467,2,Dorado,True
1135,Producto 430,8,Plateado,True
1135,Producto 583,10,Azul,True
1135,Producto 1431,8,Gris,True
1135,Producto 1091,3,Gris,True
1136,Producto 1176,3,Rojo,False
1136,Producto 512,7,Multicolor,False
1136,Producto 385,9,Dorado,True
1136,Producto 615,9,Azul,False
1136,Producto 1176,7,Azul,False
1136,Producto 714,6,Dorado,True
1137,Producto 1222,9,Plateado,False
1137,Producto 910,9,Azul,False
1137,Producto 821,10,Azul,False
1137,Producto 1309,7,Plateado,True
1137,Producto 875,4,Multicolor,True
1137,Producto 731,5,Rojo,False
1137,Producto 1474,9,Plateado,True
1137,Producto 1398,7,Plateado,True
1137,Producto 231,10,Azul,False
1137,Producto 1044,7,Negro,True
1138,Producto 377,6,Rojo,True
1138,Producto 441,1,Multicolor,False
1138,Producto 41,4,Negro,True
1139,Producto 1363,9,Gris,True
1140,Producto 954,6,Plateado,False
1140,Producto 1034,4,Azul,False
1140,Producto 757,5,Dorado,False
1140,Producto 1390,7,Multicolor,True
1140,Producto 888,10,Dorado,True
1140,Producto 47,10,Plateado,True
1140,Producto 1227,8,Multicolor,False
1140,Producto 520,7,Rojo,False
1141,Producto 1433,3,Dorado,False
1141,Producto 773,9,Dorado,False
1141,Producto 102,2,Multicolor,False
1141,Producto 836,3,Negro,True
1141,Producto 843,7,Negro,False
1141,Producto 1322,8,Gris,True
1142,Producto 158,1,Multicolor,True
1142,Producto 1407,5,Negro,True
1142,Producto 437,7,Rojo,False
1142,Producto 340,10,Multicolor,True
1142,Producto 179,5,Dorado,False
1142,Producto 578,10,Plateado,False
1142,Producto 1385,5,Dorado,True
1142,Producto 1494,10,Negro,False
1143,Producto 612,8,Negro,False
1143,Producto 1399,2,Negro,True
1143,Producto 744,9,Negro,True
1143,Producto 615,4,Negro,True
1143,Producto 1112,5,Rojo,True
1143,Producto 125,4,Rojo,False
1143,Producto 134,7,Plateado,False
1143,Producto 291,2,Multicolor,False
1143,Producto 427,1,Plateado,True
1144,Producto 1032,8,Dorado,False
1144,Producto 1005,6,Negro,False
1144,Producto 1021,5,Dorado,False
1144,Producto 1475,8,Rojo,True
1145,Producto 1276,4,Azul,True
1145,Producto 1107,8,Negro,False
1146,Producto 898,2,Gris,True
1146,Producto 253,1,Dorado,True
1146,Producto 258,4,Gris,True
1146,Producto 811,9,Gris,True
1146,Producto 777,8,Multicolor,True
1146,Producto 586,9,Multicolor,False
1146,Producto 1034,8,Azul,False
1146,Producto 1360,4,Azul,True
1146,Producto 163,2,Gris,False
1146,Producto 1007,9,Dorado,True
1147,Producto 867,7,Multicolor,True
1147,Producto 1120,8,Gris,True
1147,Producto 1330,3,Rojo,False
1147,Producto 887,2,Negro,True
1147,Producto 904,10,Plateado,True
1147,Producto 980,7,Azul,True
1147,Producto 1316,3,Azul,False
1148,Producto 797,5,Plateado,True
1148,Producto 1439,6,Rojo,False
1148,Producto 541,1,Rojo,False
1148,Producto 330,10,Negro,True
1148,Producto 796,10,Plateado,True
1148,Producto 1218,9,Multicolor,True
1148,Producto 403,9,Dorado,False
1149,Producto 750,1,Negro,False
1149,Producto 138,4,Gris,True
1149,Producto 1429,5,Multicolor,False
1149,Producto 32,1,Gris,True
1150,Producto 762,8,Multicolor,True
1150,Producto 1262,3,Negro,True
1150,Producto 208,10,Negro,True
1150,Producto 871,4,Rojo,True
1150,Producto 1172,4,Plateado,False
1150,Producto 1059,9,Negro,False
1150,Producto 1393,2,Multicolor,False
1150,Producto 1272,8,Gris,True
1150,Producto 1470,1,Multicolor,True
1151,Producto 1175,3,Gris,False
1151,Producto 261,4,Azul,False
1151,Producto 702,2,Gris,False
1151,Producto 1476,10,Gris,False
1151,Producto 606,7,Plateado,False
1151,Producto 1174,6,Multicolor,False
1151,Producto 788,4,Rojo,True
1151,Producto 375,2,Azul,True
1151,Producto 142,8,Dorado,False
1151,Producto 1357,10,Multicolor,False
1152,Producto 433,6,Rojo,True
1152,Producto 960,2,Multicolor,False
1152,Producto 1260,8,Rojo,False
1152,Producto 1287,8,Dorado,True
1152,Producto 939,6,Gris,True
1152,Producto 1060,5,Negro,True
1152,Producto 52,5,Multicolor,False
1153,Producto 279,10,Rojo,False
1153,Producto 1317,4,Dorado,False
1153,Producto 1206,8,Rojo,False
1153,Producto 1198,8,Rojo,False
1153,Producto 1370,5,Dorado,False
1153,Producto 776,10,Rojo,True
1153,Producto 763,10,Plateado,True
1153,Producto 348,2,Dorado,True
1154,Producto 125,3,Rojo,True
1154,Producto 29,8,Negro,False
1154,Producto 705,2,Negro,False
1154,Producto 765,1,Gris,True
1154,Producto 525,10,Negro,False
1155,Producto 1419,10,Negro,True
1155,Producto 1330,2,Negro,True
1155,Producto 324,4,Azul,False
1155,Producto 1245,10,Rojo,False
1155,Producto 84,5,Negro,False
1155,Producto 204,2,Gris,True
1156,Producto 291,3,Multicolor,False
1156,Producto 744,3,Gris,True
1156,Producto 29,4,Negro,True
1156,Producto 572,7,Plateado,True
1156,Producto 1320,4,Negro,True
1156,Producto 717,7,Negro,False
1156,Producto 174,8,Gris,False
1156,Producto 608,2,Negro,True
1157,Producto 1110,4,Gris,True
1157,Producto 31,1,Azul,True
1157,Producto 801,3,Negro,True
1157,Producto 422,1,Dorado,False
1158,Producto 966,4,Multicolor,False
1158,Producto 994,9,Multicolor,False
1158,Producto 87,5,Gris,False
1158,Producto 830,9,Multicolor,False
1158,Producto 653,8,Gris,True
1159,Producto 1343,4,Multicolor,True
1160,Producto 467,1,Dorado,True
1160,Producto 902,5,Rojo,True
1160,Producto 244,1,Negro,False
1160,Producto 313,6,Dorado,False
1160,Producto 52,9,Azul,True
1160,Producto 1335,7,Rojo,False
1160,Producto 546,2,Negro,False
1160,Producto 284,7,Multicolor,True
1160,Producto 1370,3,Dorado,False
1161,Producto 452,8,Multicolor,True
1161,Producto 713,4,Negro,False
1161,Producto 255,2,Multicolor,False
1161,Producto 635,2,Azul,False
1161,Producto 490,4,Azul,False
1162,Producto 1312,1,Dorado,False
1162,Producto 1019,7,Gris,True
1162,Producto 370,4,Rojo,False
1162,Producto 535,10,Azul,True
1163,Producto 630,10,Negro,False
1163,Producto 1114,9,Negro,True
1163,Producto 802,4,Azul,True
1163,Producto 1224,5,Plateado,False
1163,Producto 743,8,Dorado,True
1163,Producto 1047,10,Dorado,True
1163,Producto 467,1,Plateado,True
1163,Producto 74,4,Plateado,False
1164,Producto 393,9,Azul,True
1164,Producto 1334,2,Azul,False
1164,Producto 347,10,Dorado,True
1164,Producto 1236,7,Plateado,False
1165,Producto 3,7,Multicolor,True
1165,Producto 472,10,Negro,False
1165,Producto 543,8,Gris,False
1165,Producto 725,5,Plateado,False
1165,Producto 70,2,Dorado,True
1165,Producto 847,6,Rojo,False
1165,Producto 1226,2,Negro,False
1165,Producto 1306,6,Plateado,False
1165,Producto 1320,3,Azul,True
1166,Producto 1347,7,Gris,True
1166,Producto 651,8,Gris,False
1167,Producto 1148,5,Azul,True
1167,Producto 796,10,Azul,False
1168,Producto 287,2,Dorado,False
1168,Producto 866,1,Gris,False
1168,Producto 39,8,Negro,True
1168,Producto 302,4,Azul,False
1169,Producto 576,3,Gris,False
1169,Producto 1488,2,Plateado,True
1169,Producto 1295,1,Rojo,True
1170,Producto 454,1,Plateado,False
1170,Producto 1333,7,Azul,True
1170,Producto 211,5,Multicolor,True
1171,Producto 861,2,Dorado,False
1171,Producto 368,1,Negro,False
1171,Producto 354,4,Gris,True
1171,Producto 91,9,Multicolor,False
1171,Producto 960,2,Negro,False
1171,Producto 285,3,Plateado,True
1171,Producto 1175,2,Rojo,True
1172,Producto 588,3,Gris,True
1172,Producto 352,3,Negro,False
1172,Producto 262,1,Azul,True
1172,Producto 857,1,Multicolor,False
1172,Producto 680,1,Multicolor,False
1172,Producto 371,6,Negro,False
1172,Producto 605,8,Multicolor,True
1172,Producto 339,3,Azul,True
1172,Producto 726,2,Plateado,False
1172,Producto 890,6,Negro,True
1173,Producto 924,5,Azul,True
1173,Producto 555,1,Multicolor,False
1174,Producto 1498,10,Plateado,True
1174,Producto 1381,2,Gris,True
1175,Producto 951,1,Dorado,True
1175,Producto 1237,7,Azul,False
1175,Producto 1276,7,Plateado,True
1175,Producto 330,8,Dorado,True
1175,Producto 393,5,Multicolor,True
1175,Producto 868,8,Multicolor,True
1175,Producto 392,6,Negro,False
1176,Producto 529,10,Negro,True
1176,Producto 1298,8,Gris,True
1176,Producto 1493,2,Azul,True
1176,Producto 1116,10,Negro,False
1177,Producto 696,7,Negro,True
1177,Producto 1282,8,Dorado,True
1177,Producto 478,6,Rojo,False
1177,Producto 1409,2,Dorado,True
1177,Producto 882,2,Negro,True
1177,Producto 412,1,Rojo,False
1177,Producto 549,1,Azul,True
1177,Producto 786,7,Negro,True
1178,Producto 303,2,Azul,True
1179,Producto 631,5,Dorado,False
1179,Producto 25,9,Multicolor,True
1179,Producto 1144,5,Rojo,True
1180,Producto 0,8,Plateado,False
1180,Producto 185,2,Dorado,False
1180,Producto 1194,10,Negro,False
1180,Producto 1067,4,Plateado,True
1181,Producto 1062,10,Rojo,True
1181,Producto 1303,4,Gris,True
1181,Producto 1053,7,Multicolor,True
1181,Producto 552,5,Dorado,False
1181,Producto 739,1,Dorado,False
1181,Producto 465,7,Plateado,False
1181,Producto 553,7,Negro,False
1181,Producto 135,9,Plateado,True
1181,Producto 365,4,Plateado,False
1181,Producto 982,6,Azul,True
1182,Producto 76,7,Negro,True
1182,Producto 297,3,Dorado,False
1182,Producto 1068,1,Dorado,True
1182,Producto 1101,10,Azul,False
1182,Producto 886,9,Dorado,True
1182,Producto 260,2,Dorado,False
1182,Producto 1003,4,Gris,False
1182,Producto 1153,9,Negro,False
1183,Producto 269,1,Negro,False
1183,Producto 588,7,Gris,False
1183,Producto 1361,6,Gris,False
