TipoDocumento,FechaEmisión,Numero,Estado,Total
Orden de Compra,2020-04-26,527,Completado,7786
Orden de Compra,2023-12-09,528,Completado,9806
Despacho a Tienda,2021-11-21,529,Pendiente,8657
Transferencia a Almacen,2023-10-16,530,Completado,6942
Transferencia a Almacen,2023-12-16,531,Completado,2638
Despacho a Tienda,2022-10-04,532,Pendiente,7781
Transferencia a Almacen,2022-12-23,533,Pendiente,119
Despacho a Tienda,2022-12-01,534,Pendiente,1735
Despacho a Tienda,2021-07-15,535,Completado,5138
Orden de Compra,2023-03-15,536,Completado,688
Orden de Compra,2023-06-23,537,Completado,2690
Despacho a Tienda,2020-10-01,538,Pendiente,2891
Despacho a Tienda,2020-07-04,539,Completado,1029
Orden de Compra,2023-11-22,540,Pendiente,3326
Despacho a Tienda,2020-06-21,541,Pendiente,3609
Transferencia a Almacen,2021-04-23,542,Pendiente,7117
Transferencia a Almacen,2020-03-20,543,Completado,6800
Orden de Compra,2021-07-31,544,Pendiente,3843
Transferencia a Almacen,2023-11-20,545,Completado,7562
Orden de Compra,2023-08-30,546,Completado,3708
Despacho a Tienda,2020-05-21,547,Completado,6826
Orden de Compra,2021-04-15,548,Completado,3402
Transferencia a Almacen,2021-06-25,549,Pendiente,506
Despacho a Tienda,2021-07-08,550,Completado,1158
Orden de Compra,2021-01-12,551,Completado,1150
Orden de Compra,2022-09-27,552,Completado,7448
Transferencia a Almacen,2020-12-19,553,Completado,1948
Transferencia a Almacen,2020-08-14,554,Completado,5796
Orden de Compra,2020-05-10,555,Pendiente,8815
Transferencia a Almacen,2022-11-23,556,Pendiente,9799
Despacho a Tienda,2021-03-10,557,Completado,5331
Orden de Compra,2020-11-08,558,Pendiente,2861
Despacho a Tienda,2023-01-21,559,Completado,6272
Transferencia a Almacen,2020-08-04,560,Pendiente,7988
Despacho a Tienda,2022-01-27,561,Pendiente,2961
Orden de Compra,2023-01-22,562,Completado,4554
Despacho a Tienda,2020-05-25,563,Pendiente,8896
Transferencia a Almacen,2021-03-17,564,Completado,7415
Orden de Compra,2020-04-09,565,Pendiente,7178
Transferencia a Almacen,2020-10-06,566,Pendiente,6101
Orden de Compra,2022-09-25,567,Pendiente,8953
Orden de Compra,2023-11-14,568,Pendiente,7343
Despacho a Tienda,2022-09-22,569,Pendiente,1287
Despacho a Tienda,2023-12-05,570,Completado,8571
Despacho a Tienda,2022-08-01,571,Completado,1708
Despacho a Tienda,2022-06-21,572,Completado,9072
Orden de Compra,2020-03-05,573,Pendiente,8099
Orden de Compra,2023-09-28,574,Pendiente,7233
Despacho a Tienda,2023-03-18,575,Pendiente,3867
Transferencia a Almacen,2022-09-24,576,Completado,2440
Transferencia a Almacen,2020-01-15,577,Completado,8857
Despacho a Tienda,2023-01-21,578,Completado,5733
Transferencia a Almacen,2022-04-23,579,Pendiente,555
Orden de Compra,2023-12-20,580,Completado,8297
Orden de Compra,2021-10-12,581,Pendiente,5255
Orden de Compra,2021-05-30,582,Pendiente,6707
Orden de Compra,2023-06-21,583,Completado,2465
Orden de Compra,2023-02-26,584,Pendiente,1165
Transferencia a Almacen,2021-01-18,585,Pendiente,8013
Transferencia a Almacen,2020-11-24,586,Completado,3149
Despacho a Tienda,2021-07-23,587,Pendiente,9738
Despacho a Tienda,2023-10-07,588,Pendiente,3152
Transferencia a Almacen,2021-07-27,589,Pendiente,2022
Despacho a Tienda,2022-03-27,590,Pendiente,848
Despacho a Tienda,2021-12-03,591,Pendiente,4613
Orden de Compra,2021-12-23,592,Pendiente,2293
Despacho a Tienda,2021-09-02,593,Pendiente,4526
Orden de Compra,2023-08-16,594,Completado,6315
Despacho a Tienda,2020-03-17,595,Pendiente,6157
Orden de Compra,2020-11-11,596,Completado,5802
Despacho a Tienda,2021-09-19,597,Pendiente,1334
Transferencia a Almacen,2021-08-05,598,Pendiente,7107
Despacho a Tienda,2020-08-05,599,Pendiente,4645
Transferencia a Almacen,2023-03-21,600,Pendiente,6325
Despacho a Tienda,2020-03-22,601,Pendiente,8464
Despacho a Tienda,2020-06-26,602,Completado,8137
Orden de Compra,2021-10-31,603,Completado,9446
Orden de Compra,2020-12-15,604,Completado,8738
Transferencia a Almacen,2022-12-24,605,Pendiente,5099
Despacho a Tienda,2022-06-06,606,Pendiente,339
Transferencia a Almacen,2022-06-15,607,Completado,7313
Orden de Compra,2021-04-04,608,Completado,7329
Orden de Compra,2022-04-01,609,Completado,5655
Transferencia a Almacen,2020-07-11,610,Completado,7986
Despacho a Tienda,2023-03-04,611,Pendiente,5718
Orden de Compra,2021-03-14,612,Completado,4100
Orden de Compra,2021-07-11,613,Pendiente,1027
Orden de Compra,2023-05-18,614,Completado,3787
Orden de Compra,2020-08-12,615,Completado,1775
Orden de Compra,2022-07-28,616,Completado,3604
Orden de Compra,2022-11-25,617,Completado,7281
Despacho a Tienda,2021-11-01,618,Completado,2055
Despacho a Tienda,2020-02-13,619,Pendiente,6436
Orden de Compra,2023-09-27,620,Completado,8487
Despacho a Tienda,2021-10-24,621,Pendiente,1907
Despacho a Tienda,2021-05-22,622,Completado,1045
Despacho a Tienda,2020-12-04,623,Completado,5162
Transferencia a Almacen,2022-06-04,624,Completado,3934
Transferencia a Almacen,2022-03-23,625,Completado,8587
Despacho a Tienda,2023-10-25,626,Completado,1592
Despacho a Tienda,2021-02-15,627,Completado,5914
Orden de Compra,2023-11-01,628,Completado,7514
Transferencia a Almacen,2020-07-24,629,Pendiente,3618
Transferencia a Almacen,2023-01-09,630,Pendiente,9148
Orden de Compra,2020-02-18,631,Pendiente,2494
Transferencia a Almacen,2020-09-29,632,Pendiente,9409
Transferencia a Almacen,2021-03-14,633,Completado,590
Despacho a Tienda,2021-10-22,634,Completado,122
Despacho a Tienda,2023-04-30,635,Completado,7211
Despacho a Tienda,2023-06-22,636,Pendiente,5892
Despacho a Tienda,2023-05-24,637,Pendiente,5582
Orden de Compra,2021-06-22,638,Pendiente,4952
Despacho a Tienda,2020-01-28,639,Pendiente,6854
Despacho a Tienda,2023-07-28,640,Pendiente,188
Orden de Compra,2020-08-24,641,Pendiente,2278
Orden de Compra,2022-12-26,642,Completado,8334
Orden de Compra,2022-05-25,643,Pendiente,4509
Despacho a Tienda,2023-06-26,644,Pendiente,9073
Despacho a Tienda,2021-12-26,645,Pendiente,8568
Despacho a Tienda,2021-04-18,646,Pendiente,7510
Transferencia a Almacen,2023-11-26,647,Completado,1999
Orden de Compra,2020-09-09,648,Pendiente,5897
Orden de Compra,2021-12-19,649,Completado,1563
Transferencia a Almacen,2023-05-10,650,Pendiente,5763
Despacho a Tienda,2020-06-25,651,Completado,6830
Despacho a Tienda,2020-09-07,652,Completado,4062
Orden de Compra,2021-09-01,653,Pendiente,1635
Despacho a Tienda,2021-01-05,654,Pendiente,7258
Transferencia a Almacen,2020-02-23,655,Pendiente,501
Transferencia a Almacen,2021-09-07,656,Completado,9224
Transferencia a Almacen,2020-01-09,657,Pendiente,7590
Transferencia a Almacen,2021-10-29,658,Pendiente,5381
Despacho a Tienda,2021-11-30,659,Completado,3783
Transferencia a Almacen,2020-12-21,660,Pendiente,2627
Orden de Compra,2023-09-26,661,Completado,3291
Despacho a Tienda,2023-04-11,662,Pendiente,8342
Despacho a Tienda,2021-05-05,663,Pendiente,2074
Despacho a Tienda,2021-06-24,664,Completado,2763
Despacho a Tienda,2023-03-20,665,Pendiente,5979
Despacho a Tienda,2021-08-13,666,Completado,1282
Despacho a Tienda,2020-01-12,667,Completado,8545
Despacho a Tienda,2022-08-27,668,Pendiente,9673
Despacho a Tienda,2023-03-28,669,Pendiente,2487
Transferencia a Almacen,2021-08-27,670,Completado,8707
Despacho a Tienda,2020-07-05,671,Completado,7395
Despacho a Tienda,2021-11-02,672,Pendiente,7723
Orden de Compra,2023-07-03,673,Completado,3298
Transferencia a Almacen,2022-12-29,674,Pendiente,6952
Transferencia a Almacen,2021-05-03,675,Completado,9487
Despacho a Tienda,2023-08-11,676,Completado,4978
Despacho a Tienda,2022-02-23,677,Pendiente,6324
Transferencia a Almacen,2020-12-15,678,Pendiente,869
Orden de Compra,2020-07-23,679,Completado,2827
Despacho a Tienda,2022-04-28,680,Completado,745
Despacho a Tienda,2020-05-14,681,Completado,8448
Despacho a Tienda,2021-09-28,682,Completado,7460
Orden de Compra,2021-05-11,683,Completado,7166
Despacho a Tienda,2023-11-13,684,Pendiente,1455
Transferencia a Almacen,2023-02-16,685,Completado,3334
Despacho a Tienda,2020-01-27,686,Completado,2149
Despacho a Tienda,2020-02-08,687,Completado,442
Orden de Compra,2020-09-19,688,Completado,3446
Transferencia a Almacen,2020-09-25,689,Pendiente,6877
Despacho a Tienda,2021-09-10,690,Pendiente,4112
Despacho a Tienda,2021-09-10,691,Pendiente,8021
Orden de Compra,2020-09-07,692,Completado,7218
Transferencia a Almacen,2021-08-15,693,Completado,9034
Orden de Compra,2022-10-20,694,Completado,5201
Despacho a Tienda,2021-05-15,695,Pendiente,8841
Transferencia a Almacen,2022-08-30,696,Pendiente,5313
Orden de Compra,2021-06-03,697,Pendiente,7088
Despacho a Tienda,2023-04-16,698,Pendiente,3215
Orden de Compra,2023-12-22,699,Completado,2441
Orden de Compra,2023-11-30,700,Pendiente,8711
Despacho a Tienda,2020-10-09,701,Pendiente,337
Transferencia a Almacen,2021-01-04,702,Completado,5939
Despacho a Tienda,2022-01-10,703,Completado,2059
Despacho a Tienda,2023-06-19,704,Pendiente,2927
Transferencia a Almacen,2023-12-11,705,Completado,736
Despacho a Tienda,2021-08-30,706,Pendiente,4235
Transferencia a Almacen,2021-01-22,707,Pendiente,1978
Orden de Compra,2023-05-15,708,Completado,5072
Transferencia a Almacen,2023-03-21,709,Completado,8158
Orden de Compra,2022-11-29,710,Pendiente,9074
Transferencia a Almacen,2020-11-25,711,Pendiente,1936
Orden de Compra,2021-01-01,712,Pendiente,478
Despacho a Tienda,2022-08-09,713,Pendiente,4247
Orden de Compra,2022-12-10,714,Completado,4293
Transferencia a Almacen,2023-08-05,715,Pendiente,2339
Transferencia a Almacen,2020-10-16,716,Pendiente,6187
Transferencia a Almacen,2020-02-26,717,Completado,3013
Transferencia a Almacen,2023-11-19,718,Completado,8515
Transferencia a Almacen,2020-03-31,719,Pendiente,3100
Transferencia a Almacen,2022-03-30,720,Completado,9895
Orden de Compra,2020-01-07,721,Completado,9505
Transferencia a Almacen,2021-12-27,722,Pendiente,9104
Transferencia a Almacen,2022-03-11,723,Completado,6412
Transferencia a Almacen,2021-02-01,724,Completado,8097
Despacho a Tienda,2023-01-03,725,Pendiente,8979
Transferencia a Almacen,2023-08-24,726,Pendiente,7718
Transferencia a Almacen,2020-11-10,727,Completado,8677
Despacho a Tienda,2020-05-28,728,Pendiente,3948
Transferencia a Almacen,2021-01-10,729,Pendiente,4149
Despacho a Tienda,2021-03-27,730,Completado,8373
Despacho a Tienda,2022-08-07,731,Completado,6569
Despacho a Tienda,2022-11-16,732,Completado,5257
Orden de Compra,2023-08-06,733,Pendiente,8768
Despacho a Tienda,2022-03-04,734,Pendiente,2221
Orden de Compra,2022-04-25,735,Pendiente,4955
Orden de Compra,2023-11-12,736,Pendiente,4345
Orden de Compra,2023-04-25,737,Completado,2093
Transferencia a Almacen,2022-11-30,738,Pendiente,5990
Despacho a Tienda,2021-10-04,739,Pendiente,6408
Orden de Compra,2023-03-08,740,Completado,8128
Orden de Compra,2022-12-02,741,Pendiente,2562
Despacho a Tienda,2022-04-03,742,Completado,3811
Transferencia a Almacen,2023-10-22,743,Pendiente,5145
Despacho a Tienda,2021-01-14,744,Pendiente,3077
Transferencia a Almacen,2022-01-12,745,Completado,902
Transferencia a Almacen,2022-09-26,746,Pendiente,3572
Despacho a Tienda,2020-08-10,747,Completado,5347
Orden de Compra,2023-05-13,748,Pendiente,3039
Orden de Compra,2023-12-16,749,Completado,6177
Orden de Compra,2023-08-11,750,Completado,5158
Despacho a Tienda,2023-07-15,751,Pendiente,6589
Orden de Compra,2020-06-01,752,Completado,8887
Despacho a Tienda,2023-01-17,753,Completado,1836
Despacho a Tienda,2020-03-17,754,Completado,8580
Despacho a Tienda,2023-11-30,755,Completado,1753
Despacho a Tienda,2022-07-30,756,Pendiente,2382
Despacho a Tienda,2021-03-03,757,Completado,6496
Transferencia a Almacen,2020-06-26,758,Completado,4951
Transferencia a Almacen,2021-09-13,759,Pendiente,5057
Despacho a Tienda,2023-04-12,760,Completado,9811
Transferencia a Almacen,2023-04-22,761,Completado,5657
Despacho a Tienda,2023-12-04,762,Pendiente,9287
Despacho a Tienda,2020-10-26,763,Completado,2496
Despacho a Tienda,2024-01-01,764,Completado,749
Despacho a Tienda,2023-03-24,765,Pendiente,5019
Orden de Compra,2020-07-22,766,Pendiente,399
Orden de Compra,2020-12-13,767,Pendiente,8900
Orden de Compra,2021-01-25,768,Completado,2140
Despacho a Tienda,2021-09-13,769,Completado,809
Transferencia a Almacen,2021-01-11,770,Pendiente,4808
Transferencia a Almacen,2023-05-05,771,Completado,1510
Transferencia a Almacen,2022-06-22,772,Completado,1799
Despacho a Tienda,2022-04-16,773,Pendiente,710
Despacho a Tienda,2023-04-07,774,Pendiente,4073
Despacho a Tienda,2022-05-13,775,Pendiente,2635
Orden de Compra,2023-12-08,776,Pendiente,3144
Despacho a Tienda,2022-10-04,777,Pendiente,392
Orden de Compra,2020-09-16,778,Pendiente,2143
Orden de Compra,2021-06-30,779,Completado,6286
Despacho a Tienda,2023-11-16,780,Pendiente,520
Transferencia a Almacen,2021-03-13,781,Pendiente,7387
Orden de Compra,2021-06-11,782,Pendiente,124
Despacho a Tienda,2023-09-28,783,Completado,6202
Orden de Compra,2022-06-09,784,Completado,1122
Orden de Compra,2020-02-16,785,Completado,7622
Transferencia a Almacen,2022-12-14,786,Completado,142
Orden de Compra,2022-04-29,787,Completado,472
Orden de Compra,2020-12-04,788,Completado,1523
Despacho a Tienda,2022-05-09,789,Completado,9479
Orden de Compra,2021-06-04,790,Completado,8168
Transferencia a Almacen,2023-10-11,791,Pendiente,4140
Orden de Compra,2023-10-11,792,Completado,6163
Orden de Compra,2023-05-15,793,Completado,4626
Transferencia a Almacen,2022-08-22,794,Pendiente,394
Orden de Compra,2020-08-03,795,Completado,3821
Orden de Compra,2020-12-22,796,Completado,3141
Despacho a Tienda,2022-10-15,797,Pendiente,9936
Despacho a Tienda,2023-03-04,798,Pendiente,7714
Despacho a Tienda,2022-04-10,799,Pendiente,4585
Orden de Compra,2023-10-17,800,Completado,4402
Transferencia a Almacen,2022-06-14,801,Completado,6589
Orden de Compra,2021-10-15,802,Pendiente,3054
Transferencia a Almacen,2020-07-24,803,Completado,9993
Despacho a Tienda,2023-01-20,804,Completado,4104
Despacho a Tienda,2021-05-25,805,Pendiente,2380
Orden de Compra,2021-05-24,806,Pendiente,9488
Transferencia a Almacen,2020-02-28,807,Completado,4106
Orden de Compra,2021-08-01,808,Completado,436
Transferencia a Almacen,2022-07-05,809,Pendiente,2593
Despacho a Tienda,2020-01-01,810,Pendiente,5486
Transferencia a Almacen,2021-03-21,811,Completado,6122
Despacho a Tienda,2020-08-21,812,Completado,1151
Despacho a Tienda,2020-08-27,813,Completado,4297
Transferencia a Almacen,2023-01-15,814,Completado,2407
Despacho a Tienda,2020-11-15,815,Pendiente,2971
Orden de Compra,2020-05-20,816,Pendiente,9092
Transferencia a Almacen,2021-06-05,817,Completado,3481
Despacho a Tienda,2023-03-05,818,Pendiente,5051
Despacho a Tienda,2022-10-06,819,Pendiente,3714
Despacho a Tienda,2022-04-12,820,Pendiente,8366
Despacho a Tienda,2023-08-11,821,Completado,2732
Despacho a Tienda,2023-07-05,822,Completado,6527
Despacho a Tienda,2023-03-21,823,Completado,5321
Despacho a Tienda,2023-08-28,824,Completado,7369
Orden de Compra,2020-12-11,825,Pendiente,4850
Despacho a Tienda,2022-02-06,826,Pendiente,4657
Transferencia a Almacen,2020-02-14,827,Pendiente,2647
Orden de Compra,2020-03-23,828,Completado,9716
Despacho a Tienda,2023-05-06,829,Completado,4710
Transferencia a Almacen,2022-06-23,830,Pendiente,6687
Despacho a Tienda,2022-02-20,831,Completado,5161
Transferencia a Almacen,2023-09-23,832,Pendiente,9364
Transferencia a Almacen,2022-05-01,833,Pendiente,2059
Transferencia a Almacen,2023-06-12,834,Completado,8157
Orden de Compra,2023-04-02,835,Pendiente,4370
Orden de Compra,2023-02-28,836,Pendiente,710
Despacho a Tienda,2021-10-26,837,Completado,9088
Transferencia a Almacen,2022-09-27,838,Pendiente,3997
Despacho a Tienda,2020-08-15,839,Pendiente,2685
Orden de Compra,2023-05-18,840,Pendiente,2890
Despacho a Tienda,2020-11-01,841,Completado,753
Despacho a Tienda,2020-08-04,842,Pendiente,9198
Despacho a Tienda,2021-05-29,843,Pendiente,8492
Transferencia a Almacen,2022-09-22,844,Pendiente,7343
Orden de Compra,2022-01-30,845,Completado,5936
Orden de Compra,2022-01-06,846,Completado,139
Transferencia a Almacen,2020-02-06,847,Completado,1464
Despacho a Tienda,2021-05-07,848,Pendiente,414
Orden de Compra,2023-06-24,849,Pendiente,7752
Orden de Compra,2022-10-10,850,Pendiente,9909
Transferencia a Almacen,2021-01-16,851,Pendiente,4681
Despacho a Tienda,2021-06-16,852,Completado,2032
Transferencia a Almacen,2023-06-06,853,Pendiente,6852
Orden de Compra,2021-07-29,854,Pendiente,1806
Orden de Compra,2021-08-17,855,Completado,6997
Despacho a Tienda,2023-08-13,856,Completado,7663
Despacho a Tienda,2020-12-04,857,Pendiente,5236
Despacho a Tienda,2021-07-07,858,Completado,8140
Orden de Compra,2022-02-03,859,Pendiente,2498
Despacho a Tienda,2022-11-05,860,Completado,1756
Transferencia a Almacen,2023-10-14,861,Pendiente,9992
Transferencia a Almacen,2021-09-12,862,Pendiente,499
Orden de Compra,2023-11-28,863,Completado,9642
Transferencia a Almacen,2020-12-01,864,Pendiente,109
Orden de Compra,2022-05-29,865,Completado,3559
Orden de Compra,2023-05-20,866,Pendiente,5611
Orden de Compra,2020-02-12,867,Completado,2657
Orden de Compra,2022-09-16,868,Pendiente,4836
Transferencia a Almacen,2020-09-06,869,Pendiente,6813
Orden de Compra,2020-08-11,870,Pendiente,507
Transferencia a Almacen,2021-08-28,871,Pendiente,3868
Despacho a Tienda,2023-10-02,872,Completado,7219
Transferencia a Almacen,2020-10-10,873,Pendiente,8900
Orden de Compra,2021-08-03,874,Pendiente,4223
Orden de Compra,2023-02-14,875,Pendiente,6693
Orden de Compra,2021-10-03,876,Completado,4668
Despacho a Tienda,2020-01-10,877,Pendiente,1412
Transferencia a Almacen,2022-05-19,878,Pendiente,3735
Despacho a Tienda,2023-01-15,879,Completado,5060
Despacho a Tienda,2022-02-24,880,Completado,5308
Transferencia a Almacen,2021-09-24,881,Completado,4423
Orden de Compra,2023-09-11,882,Pendiente,9523
Orden de Compra,2020-03-14,883,Pendiente,296
Despacho a Tienda,2021-08-15,884,Pendiente,1243
Transferencia a Almacen,2023-11-13,885,Completado,8774
Transferencia a Almacen,2023-06-29,886,Pendiente,8674
Orden de Compra,2023-08-09,887,Completado,4775
Transferencia a Almacen,2022-08-22,888,Pendiente,6490
Despacho a Tienda,2020-06-21,889,Pendiente,7816
Despacho a Tienda,2023-05-17,890,Pendiente,3187
Orden de Compra,2022-07-03,891,Pendiente,6407
Orden de Compra,2021-09-11,892,Completado,1757
Transferencia a Almacen,2021-06-05,893,Completado,2474
Orden de Compra,2021-03-11,894,Pendiente,8897
Orden de Compra,2022-11-26,895,Completado,3949
Transferencia a Almacen,2020-11-15,896,Completado,4170
Transferencia a Almacen,2022-08-12,897,Pendiente,7086
Orden de Compra,2021-03-18,898,Completado,4237
Transferencia a Almacen,2022-07-23,899,Pendiente,3581
Transferencia a Almacen,2023-06-28,900,Completado,2942
Orden de Compra,2021-05-14,901,Pendiente,6949
Transferencia a Almacen,2023-04-15,902,Pendiente,8265
Transferencia a Almacen,2021-02-08,903,Pendiente,2791
Orden de Compra,2020-02-22,904,Completado,7206
Despacho a Tienda,2022-04-26,905,Pendiente,1238
Orden de Compra,2023-01-12,906,Completado,1920
Despacho a Tienda,2021-12-06,907,Pendiente,2437
Orden de Compra,2022-06-10,908,Completado,9990
Transferencia a Almacen,2022-06-08,909,Pendiente,9406
Transferencia a Almacen,2020-04-25,910,Pendiente,6094
Orden de Compra,2021-01-24,911,Completado,4740
Transferencia a Almacen,2021-01-23,912,Pendiente,1054
Despacho a Tienda,2020-02-09,913,Pendiente,7197
Despacho a Tienda,2020-06-24,914,Pendiente,6637
Transferencia a Almacen,2022-07-12,915,Pendiente,9520
Transferencia a Almacen,2023-12-25,916,Completado,4399
Transferencia a Almacen,2021-03-24,917,Completado,5826
Transferencia a Almacen,2021-04-10,918,Completado,5927
Despacho a Tienda,2023-06-23,919,Completado,886
Despacho a Tienda,2022-10-22,920,Pendiente,7639
Despacho a Tienda,2020-09-28,921,Completado,8712
Orden de Compra,2023-08-14,922,Completado,5442
Orden de Compra,2022-07-31,923,Completado,8047
Orden de Compra,2023-12-15,924,Pendiente,1611
Transferencia a Almacen,2020-06-08,925,Completado,6075
Transferencia a Almacen,2022-09-02,926,Completado,3424
Despacho a Tienda,2020-01-28,927,Completado,7659
Transferencia a Almacen,2020-06-30,928,Completado,2302
Orden de Compra,2023-08-01,929,Pendiente,3266
Despacho a Tienda,2023-11-12,930,Pendiente,7199
Despacho a Tienda,2023-07-05,931,Pendiente,8573
Despacho a Tienda,2023-01-27,932,Completado,9244
Despacho a Tienda,2021-05-03,933,Pendiente,5482
Orden de Compra,2022-08-19,934,Pendiente,904
Despacho a Tienda,2021-04-26,935,Completado,5096
Orden de Compra,2020-06-21,936,Pendiente,1842
Despacho a Tienda,2023-11-19,937,Pendiente,7129
Despacho a Tienda,2022-05-03,938,Completado,8610
Orden de Compra,2020-02-17,939,Pendiente,2992
Despacho a Tienda,2022-02-03,940,Completado,5676
Despacho a Tienda,2023-12-04,941,Completado,362
Orden de Compra,2023-04-13,942,Pendiente,5460
Despacho a Tienda,2022-02-26,943,Completado,4898
Despacho a Tienda,2022-08-17,944,Completado,859
Transferencia a Almacen,2021-11-09,945,Pendiente,9728
Transferencia a Almacen,2020-04-30,946,Completado,8276
Despacho a Tienda,2023-11-05,947,Pendiente,8434
Transferencia a Almacen,2023-12-22,948,Completado,7166
Transferencia a Almacen,2021-09-18,949,Completado,5911
Transferencia a Almacen,2021-07-07,950,Pendiente,4145
Transferencia a Almacen,2020-06-23,951,Completado,6236
Orden de Compra,2022-01-03,952,Completado,3314
Despacho a Tienda,2022-02-18,953,Pendiente,6289
Despacho a Tienda,2022-04-28,954,Completado,8233
Orden de Compra,2022-11-23,955,Completado,9245
Despacho a Tienda,2021-11-28,956,Completado,1394
Despacho a Tienda,2023-06-19,957,Pendiente,1153
Orden de Compra,2022-09-10,958,Completado,7152
Despacho a Tienda,2022-07-19,959,Pendiente,4951
Transferencia a Almacen,2020-02-05,960,Pendiente,7116
Despacho a Tienda,2023-07-24,961,Completado,6798
Transferencia a Almacen,2022-07-08,962,Completado,4380
Despacho a Tienda,2020-10-12,963,Pendiente,9607
Transferencia a Almacen,2021-10-09,964,Completado,9692
Orden de Compra,2020-03-03,965,Completado,3315
Transferencia a Almacen,2020-09-22,966,Completado,8826
Transferencia a Almacen,2020-06-13,967,Completado,136
Orden de Compra,2023-07-24,968,Pendiente,5144
Transferencia a Almacen,2020-03-16,969,Pendiente,2976
Despacho a Tienda,2021-12-27,970,Pendiente,4000
Transferencia a Almacen,2023-03-18,971,Pendiente,6504
Orden de Compra,2023-12-13,972,Completado,6769
Transferencia a Almacen,2022-11-16,973,Pendiente,7409
Orden de Compra,2023-11-20,974,Completado,6836
Transferencia a Almacen,2020-10-18,975,Pendiente,8713
Despacho a Tienda,2022-10-11,976,Completado,5894
Transferencia a Almacen,2020-11-06,977,Pendiente,3717
Orden de Compra,2023-06-02,978,Pendiente,3045
Orden de Compra,2020-01-05,979,Completado,5709
Despacho a Tienda,2022-02-11,980,Completado,9810
Transferencia a Almacen,2023-01-23,981,Pendiente,7018
Despacho a Tienda,2022-12-04,982,Pendiente,6678
Transferencia a Almacen,2022-04-08,983,Completado,8902
Orden de Compra,2021-03-20,984,Completado,5012
Orden de Compra,2021-07-26,985,Completado,1463
Transferencia a Almacen,2023-11-20,986,Completado,6945
Transferencia a Almacen,2023-04-21,987,Pendiente,4021
Despacho a Tienda,2022-03-20,988,Completado,4187
Despacho a Tienda,2021-01-14,989,Completado,6435
Transferencia a Almacen,2020-09-30,990,Completado,2338
Despacho a Tienda,2022-09-09,991,Pendiente,4005
Orden de Compra,2020-03-17,992,Pendiente,3599
Orden de Compra,2020-02-21,993,Completado,3404
Orden de Compra,2023-02-21,994,Completado,7201
Transferencia a Almacen,2020-10-10,995,Completado,1022
Transferencia a Almacen,2022-09-02,996,Completado,5851
Transferencia a Almacen,2022-02-07,997,Completado,8142
Despacho a Tienda,2020-07-17,998,Pendiente,3260
Orden de Compra,2023-12-24,999,Completado,3293
Despacho a Tienda,2023-07-14,1000,Pendiente,6694
Transferencia a Almacen,2022-09-11,1001,Pendiente,7900
Orden de Compra,2022-12-10,1002,Completado,4146
Orden de Compra,2023-01-21,1003,Completado,8363
Transferencia a Almacen,2022-09-12,1004,Pendiente,9745
Despacho a Tienda,2022-07-13,1005,Completado,7171
Despacho a Tienda,2021-01-21,1006,Pendiente,1296
Orden de Compra,2020-05-09,1007,Completado,9492
Orden de Compra,2023-11-05,1008,Pendiente,7549
Orden de Compra,2022-09-08,1009,Completado,3233
Orden de Compra,2021-02-19,1010,Pendiente,1134
Despacho a Tienda,2023-02-03,1011,Pendiente,4524
Transferencia a Almacen,2023-11-25,1012,Pendiente,1651
Orden de Compra,2022-05-04,1013,Completado,1739
Orden de Compra,2020-02-08,1014,Pendiente,6202
Orden de Compra,2021-11-13,1015,Completado,3727
Despacho a Tienda,2021-08-05,1016,Pendiente,5620
Orden de Compra,2020-01-12,1017,Pendiente,4638
Transferencia a Almacen,2021-06-11,1018,Completado,5016
Orden de Compra,2020-02-03,1019,Pendiente,7513
Transferencia a Almacen,2021-03-17,1020,Pendiente,6720
Orden de Compra,2021-08-24,1021,Pendiente,2624
Despacho a Tienda,2023-02-12,1022,Completado,9879
Despacho a Tienda,2021-11-01,1023,Pendiente,8770
Orden de Compra,2023-12-04,1024,Completado,3804
Transferencia a Almacen,2023-09-14,1025,Completado,6191
Transferencia a Almacen,2020-11-12,1026,Completado,7546
Despacho a Tienda,2023-11-10,1027,Completado,5829
Orden de Compra,2020-12-26,1028,Completado,7392
Orden de Compra,2021-05-03,1029,Completado,342
Orden de Compra,2022-06-23,1030,Completado,8400
Transferencia a Almacen,2021-12-10,1031,Pendiente,5569
Orden de Compra,2020-09-25,1032,Pendiente,5718
Transferencia a Almacen,2020-10-22,1033,Completado,3300
Orden de Compra,2023-05-13,1034,Completado,2747
Transferencia a Almacen,2021-10-09,1035,Completado,1597
Orden de Compra,2023-12-21,1036,Completado,8709
Orden de Compra,2022-01-11,1037,Completado,3788
Orden de Compra,2020-02-15,1038,Completado,8989
Despacho a Tienda,2022-09-21,1039,Completado,8225
Transferencia a Almacen,2022-08-19,1040,Pendiente,1151
Orden de Compra,2021-03-02,1041,Pendiente,5491
Orden de Compra,2021-01-02,1042,Completado,8275
Despacho a Tienda,2023-10-17,1043,Pendiente,3323
Orden de Compra,2021-02-28,1044,Pendiente,1144
Transferencia a Almacen,2021-08-14,1045,Completado,8276
Transferencia a Almacen,2023-11-10,1046,Pendiente,5547
Despacho a Tienda,2021-06-10,1047,Pendiente,3074
Despacho a Tienda,2023-02-26,1048,Pendiente,6810
Despacho a Tienda,2021-12-06,1049,Pendiente,9682
Despacho a Tienda,2021-03-28,1050,Pendiente,9343
